	NIntermedia8761	NcraNC12	Ndis8579	Nhispaniola8817	Nmetzenbergii10397	NsitophilaW1434	Ntet10752L9	Ntet2503L8	Ntet2508L6	Ntet9045L7
OG0004951	maker-unitig_1|quiver-snap-gene-4.1361-mRNA-1	XP_960911.1	jgi|Neudi1|89841|estExt_Genewise1Plus.C_11670	maker-scaffold3132-augustus-gene-0.211-mRNA-1	maker-10397pb_lg5-augustus-gene-4.1003-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1100-mRNA-1	maker-10752pb_lg5-augustus-gene-3.1173-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1149-mRNA-1	XP_009847860.1	maker-9045pb_lg5-augustus-gene-4.1093-mRNA-1
OG0004952	maker-unitig_1|quiver-augustus-gene-4.1139-mRNA-1	XP_960700.1	jgi|Neudi1|89815|estExt_Genewise1Plus.C_11644	snap_masked-scaffold3132-processed-gene-0.141-mRNA-1	maker-10397pb_lg5-augustus-gene-4.996-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1093-mRNA-1	maker-10752pb_lg5-augustus-gene-3.1166-mRNA-1	maker-2503pb_lg5-augustus-gene-3.1172-mRNA-1	XP_009847871.1	maker-9045pb_lg5-augustus-gene-3.1116-mRNA-1
OG0004953	maker-unitig_1|quiver-augustus-gene-4.1149-mRNA-1	XP_011394690.1	jgi|Neudi1|152585|estExt_fgenesh3_pm.C_10686	maker-scaffold3559-augustus-gene-0.44-mRNA-1	maker-10397pb_lg5-augustus-gene-4.1006-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1103-mRNA-1	maker-10752pb_lg5-augustus-gene-4.1136-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1152-mRNA-1	XP_009847847.1	maker-9045pb_lg5-augustus-gene-4.1096-mRNA-1
OG0004954	maker-unitig_1|quiver-augustus-gene-4.1142-mRNA-1	XP_960703.2	jgi|Neudi1|123196|estExt_fgenesh2_pg.C_10679	maker-scaffold3132-augustus-gene-0.207-mRNA-1	maker-10397pb_lg5-augustus-gene-4.999-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1096-mRNA-1	maker-10752pb_lg5-snap-gene-3.1388-mRNA-1	maker-2503pb_lg5-snap-gene-4.1355-mRNA-1	XP_009847865.1	maker-9045pb_lg5-augustus-gene-3.1120-mRNA-1
OG0004955	maker-unitig_1|quiver-augustus-gene-4.1153-mRNA-1	XP_961009.1	jgi|Neudi1|89902|estExt_Genewise1Plus.C_11734	maker-scaffold1882-augustus-gene-0.12-mRNA-1	maker-10397pb_lg5-augustus-gene-4.1009-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1108-mRNA-1	maker-10752pb_lg5-augustus-gene-4.1141-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1156-mRNA-1	XP_009847833.1	maker-9045pb_lg5-augustus-gene-4.1100-mRNA-1
OG0004956	augustus-unitig_1|quiver-processed-gene-4.254-mRNA-1	XP_960584.1	jgi|Neudi1|152529|estExt_fgenesh3_pm.C_10625	augustus-scaffold2843-processed-gene-0.8-mRNA-1	augustus-10397pb_lg5-processed-gene-3.336-mRNA-1	augustus-W1434pb_lg5-processed-gene-3.337-mRNA-1	augustus-10752pb_lg5-processed-gene-3.328-mRNA-1	augustus-2503pb_lg5-processed-gene-3.336-mRNA-1	XP_009847910.1	augustus-9045pb_lg5-processed-gene-3.314-mRNA-1
OG0004957	maker-unitig_1|quiver-augustus-gene-4.1131-mRNA-1	XP_960690.1	jgi|Neudi1|71432|estExt_Genewise1.C_11586	maker-scaffold3132-augustus-gene-0.196-mRNA-1	maker-10397pb_lg5-augustus-gene-4.988-mRNA-1	maker-W1434pb_lg5-augustus-gene-3.1167-mRNA-1	maker-10752pb_lg5-augustus-gene-3.1158-mRNA-1	maker-2503pb_lg5-augustus-gene-3.1164-mRNA-1	XP_009847892.1	maker-9045pb_lg5-augustus-gene-3.1108-mRNA-1
OG0004958	maker-unitig_1|quiver-augustus-gene-4.1145-mRNA-1	XP_960910.1	jgi|Neudi1|89839|estExt_Genewise1Plus.C_11668	maker-scaffold3132-augustus-gene-0.210-mRNA-1	maker-10397pb_lg5-augustus-gene-4.1002-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1099-mRNA-1	maker-10752pb_lg5-augustus-gene-3.1172-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1148-mRNA-1	XP_009847861.1	maker-9045pb_lg5-augustus-gene-3.1122-mRNA-1
OG0004959	maker-unitig_1|quiver-augustus-gene-4.1136-mRNA-1	XP_960696.1	jgi|Neudi1|159772|fgenesh3_kg.1__393__7_206_CCSY	maker-scaffold3132-augustus-gene-0.202-mRNA-1	maker-10397pb_lg5-augustus-gene-4.993-mRNA-1	maker-W1434pb_lg5-augustus-gene-3.1173-mRNA-1	maker-10752pb_lg5-augustus-gene-3.1163-mRNA-1	maker-2503pb_lg5-augustus-gene-3.1169-mRNA-1	XP_009847874.1	maker-9045pb_lg5-augustus-gene-3.1113-mRNA-1
OG0004960	maker-unitig_1|quiver-augustus-gene-4.1185-mRNA-1	XP_956755.2	jgi|Neudi1|152661|estExt_fgenesh3_pm.C_10763	maker-scaffold3294-augustus-gene-0.200-mRNA-1	maker-10397pb_lg5-augustus-gene-4.1038-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1137-mRNA-1	maker-10752pb_lg5-snap-gene-4.1387-mRNA-1	maker-2503pb_lg5-snap-gene-4.1404-mRNA-1	XP_009847266.1	maker-9045pb_lg5-snap-gene-4.1329-mRNA-1
OG0004961	maker-unitig_1|quiver-augustus-gene-4.1105-mRNA-1	XP_961430.1	jgi|Neudi1|89611|estExt_Genewise1Plus.C_11432	maker-scaffold332-augustus-gene-0.152-mRNA-1	maker-10397pb_lg5-augustus-gene-3.1067-mRNA-1	maker-W1434pb_lg5-snap-gene-3.1338-mRNA-1	maker-10752pb_lg5-snap-gene-3.1346-mRNA-1	maker-2503pb_lg5-snap-gene-3.1349-mRNA-1	XP_009847292.1	maker-9045pb_lg5-snap-gene-3.1289-mRNA-1
OG0004962	maker-unitig_1|quiver-augustus-gene-4.1107-mRNA-1	XP_961433.1	jgi|Neudi1|152488|estExt_fgenesh3_pm.C_10581	maker-scaffold332-augustus-gene-0.150-mRNA-1	maker-10397pb_lg5-augustus-gene-3.1069-mRNA-1	maker-W1434pb_lg5-augustus-gene-3.1146-mRNA-1	maker-10752pb_lg5-augustus-gene-3.1138-mRNA-1	maker-2503pb_lg5-augustus-gene-3.1144-mRNA-1	XP_009847950.1	maker-9045pb_lg5-augustus-gene-3.1088-mRNA-1
OG0004963	maker-unitig_1|quiver-augustus-gene-4.1114-mRNA-1	XP_960935.2	jgi|Neudi1|164988|estExt_fgenesh3_kg.C_10356	maker-scaffold1868-augustus-gene-0.56-mRNA-1	maker-10397pb_lg5-augustus-gene-3.1075-mRNA-1	maker-W1434pb_lg5-augustus-gene-3.1152-mRNA-1	maker-10752pb_lg5-augustus-gene-3.1145-mRNA-1	maker-2503pb_lg5-augustus-gene-3.1151-mRNA-1	XP_009847929.1	maker-9045pb_lg5-augustus-gene-3.1095-mRNA-1
OG0004964	maker-unitig_1|quiver-augustus-gene-4.1125-mRNA-1	XP_960832.1	jgi|Neudi1|71406|estExt_Genewise1.C_11559	augustus-scaffold2843-processed-gene-0.9-mRNA-1	augustus-10397pb_lg5-processed-gene-4.211-mRNA-1	maker-W1434pb_lg5-augustus-gene-3.1161-mRNA-1	augustus-10752pb_lg5-processed-gene-3.329-mRNA-1	augustus-2503pb_lg5-processed-gene-3.337-mRNA-1	XP_009847281.1	augustus-9045pb_lg5-processed-gene-3.315-mRNA-1
OG0004965	snap_masked-unitig_1|quiver-processed-gene-4.850-mRNA-1	XP_955974.2	jgi|Neudi1|165113|estExt_fgenesh3_kg.C_10481	snap_masked-scaffold3294-processed-gene-0.152-mRNA-1	snap_masked-10397pb_lg5-processed-gene-4.743-mRNA-1	snap_masked-W1434pb_lg5-processed-gene-4.806-mRNA-1	snap_masked-10752pb_lg5-processed-gene-4.822-mRNA-1	snap_masked-2503pb_lg5-processed-gene-4.837-mRNA-1	XP_009847760.1	snap_masked-9045pb_lg5-processed-gene-4.800-mRNA-1
OG0004966	maker-unitig_1|quiver-augustus-gene-4.1193-mRNA-1	XP_955848.1	jgi|Neudi1|159855|fgenesh3_kg.1__476__5707_1_CCSY	maker-scaffold3294-augustus-gene-0.208-mRNA-1	maker-10397pb_lg5-augustus-gene-4.1045-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1146-mRNA-1	maker-10752pb_lg5-augustus-gene-4.1180-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1195-mRNA-1	XP_009847769.1	maker-9045pb_lg5-augustus-gene-4.1138-mRNA-1
OG0004967	maker-unitig_1|quiver-augustus-gene-4.1110-mRNA-1	XP_960712.1	jgi|Neudi1|159729|fgenesh3_kg.1__350__7277_1_CCSY	maker-scaffold332-augustus-gene-0.146-mRNA-1	maker-10397pb_lg5-snap-gene-3.1255-mRNA-1	maker-W1434pb_lg5-augustus-gene-3.1149-mRNA-1	maker-10752pb_lg5-augustus-gene-3.1141-mRNA-1	maker-2503pb_lg5-snap-gene-3.1354-mRNA-1	XP_009847942.1	maker-9045pb_lg5-snap-gene-3.1295-mRNA-1
OG0004968	maker-unitig_1|quiver-augustus-gene-4.1203-mRNA-1	XP_001728530.2	jgi|Neudi1|165120|estExt_fgenesh3_kg.C_10488	maker-scaffold2260-augustus-gene-0.59-mRNA-1	maker-10397pb_lg5-augustus-gene-4.1055-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1156-mRNA-1	maker-10752pb_lg5-augustus-gene-4.1191-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1206-mRNA-1	XP_009847258.1	maker-9045pb_lg5-augustus-gene-4.1149-mRNA-1
OG0004969	maker-unitig_1|quiver-augustus-gene-4.1202-mRNA-1	XP_955963.1	jgi|Neudi1|165119|estExt_fgenesh3_kg.C_10487	maker-scaffold2260-augustus-gene-0.60-mRNA-1	maker-10397pb_lg5-augustus-gene-4.1054-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1155-mRNA-1	maker-10752pb_lg5-augustus-gene-4.1190-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1205-mRNA-1	XP_009847259.1	maker-9045pb_lg5-augustus-gene-4.1148-mRNA-1
OG0004971	maker-unitig_1|quiver-snap-gene-4.1335-mRNA-1	XP_960625.1	jgi|Neudi1|51297|e_gw1.1.2628.1	maker-scaffold3348-snap-gene-0.82-mRNA-1	maker-10397pb_lg5-snap-gene-3.1266-mRNA-1	maker-W1434pb_lg5-snap-gene-3.1357-mRNA-1	maker-10752pb_lg5-snap-gene-3.1363-mRNA-1	maker-2503pb_lg5-snap-gene-3.1365-mRNA-1	XP_009847916.1	maker-9045pb_lg5-snap-gene-3.1307-mRNA-1
OG0004972	maker-unitig_1|quiver-augustus-gene-5.1624-mRNA-1	XP_961298.1	jgi|Neudi1|165186|estExt_fgenesh3_kg.C_10555	maker-scaffold3261-augustus-gene-0.54-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1548-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1077-mRNA-1	maker-10752pb_lg5-augustus-gene-4.1107-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1121-mRNA-1	XP_009847246.1	maker-9045pb_lg5-augustus-gene-4.1071-mRNA-1
OG0004973	maker-unitig_1|quiver-augustus-gene-5.1735-mRNA-1	XP_957381.1	jgi|Neudi1|90952|estExt_Genewise1Plus.C_12865	maker-scaffold109-augustus-gene-0.102-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1660-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1393-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1285-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1298-mRNA-1	XP_009847413.1	maker-9045pb_lg5-augustus-gene-5.1360-mRNA-1
OG0004974	maker-unitig_1|quiver-augustus-gene-5.1700-mRNA-1	XP_960684.1	jgi|Neudi1|160035|fgenesh3_kg.1__656__7_139_CCSY	maker-scaffold2934-snap-gene-0.158-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1626-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1361-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1245-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1259-mRNA-1	XP_009847534.1	maker-9045pb_lg5-augustus-gene-5.1319-mRNA-1
OG0004977	augustus-unitig_1|quiver-processed-gene-5.170-mRNA-1	XP_957446.1	jgi|Neudi1|90869|estExt_Genewise1Plus.C_12767	augustus-scaffold212-processed-gene-0.112-mRNA-1	augustus-10397pb_lg5-processed-gene-5.161-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.125-mRNA-1	augustus-10752pb_lg5-processed-gene-5.115-mRNA-1	augustus-2503pb_lg5-processed-gene-5.118-mRNA-1	XP_009847205.1	augustus-9045pb_lg5-processed-gene-5.124-mRNA-1
OG0004978	snap_masked-unitig_1|quiver-processed-gene-5.787-mRNA-1	XP_961273.2	jgi|Neudi1|72117|estExt_Genewise1.C_12297	augustus-scaffold3554-processed-gene-0.18-mRNA-1	snap_masked-10397pb_lg5-processed-gene-4.535-mRNA-1	augustus-W1434pb_lg5-processed-gene-4.90-mRNA-1	snap_masked-10752pb_lg5-processed-gene-4.585-mRNA-1	snap_masked-2503pb_lg5-processed-gene-4.591-mRNA-1	XP_009847723.1	snap_masked-9045pb_lg5-processed-gene-4.562-mRNA-1
OG0004979	augustus-unitig_1|quiver-processed-gene-5.115-mRNA-1	XP_960971.1	jgi|Neudi1|90661|estExt_Genewise1Plus.C_12532	augustus-scaffold81-processed-gene-0.58-mRNA-1	augustus-10397pb_lg5-processed-gene-5.100-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.68-mRNA-1	augustus-10752pb_lg5-processed-gene-5.56-mRNA-1	augustus-2503pb_lg5-processed-gene-5.61-mRNA-1	XP_009847569.1	augustus-9045pb_lg5-processed-gene-5.66-mRNA-1
OG0004980	augustus-unitig_1|quiver-processed-gene-5.171-mRNA-1	XP_011394720.1	jgi|Neudi1|72541|estExt_Genewise1.C_12774	augustus-scaffold212-processed-gene-0.111-mRNA-1	augustus-10397pb_lg5-processed-gene-5.162-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.126-mRNA-1	augustus-10752pb_lg5-processed-gene-5.116-mRNA-1	augustus-2503pb_lg5-processed-gene-5.119-mRNA-1	XP_009847455.1	augustus-9045pb_lg5-processed-gene-5.125-mRNA-1
OG0004981	snap_masked-unitig_1|quiver-processed-gene-5.933-mRNA-1	XP_955898.1	jgi|Neudi1|165315|estExt_fgenesh3_kg.C_10684	snap_masked-scaffold212-processed-gene-0.324-mRNA-1	augustus-10397pb_lg5-processed-gene-5.153-mRNA-1	snap_masked-W1434pb_lg5-processed-gene-5.743-mRNA-1	snap_masked-10752pb_lg5-processed-gene-5.679-mRNA-1	snap_masked-2503pb_lg5-processed-gene-5.685-mRNA-1	XP_009847480.1	snap_masked-9045pb_lg5-processed-gene-5.718-mRNA-1
OG0004982	augustus-unitig_1|quiver-processed-gene-5.126-mRNA-1	XP_960802.3	jgi|Neudi1|123533|estExt_fgenesh2_pg.C_11044	maker-scaffold2934-snap-gene-0.147-mRNA-1	augustus-10397pb_lg5-processed-gene-5.112-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.79-mRNA-1	maker-10752pb_lg5-snap-gene-5.1411-mRNA-1	maker-2503pb_lg5-snap-gene-5.1432-mRNA-1	XP_009847554.1	maker-9045pb_lg5-snap-gene-5.1496-mRNA-1
OG0004983	augustus-unitig_1|quiver-processed-gene-5.45-mRNA-1	XP_961314.3	jgi|Neudi1|165178|estExt_fgenesh3_kg.C_10547	augustus-scaffold896-processed-gene-0.36-mRNA-1	augustus-10397pb_lg5-processed-gene-5.30-mRNA-1	augustus-W1434pb_lg5-processed-gene-4.111-mRNA-1	augustus-10752pb_lg5-processed-gene-4.109-mRNA-1	augustus-2503pb_lg5-processed-gene-4.111-mRNA-1	XP_009847687.1	augustus-9045pb_lg5-processed-gene-4.106-mRNA-1
OG0004984	augustus-unitig_1|quiver-processed-gene-5.83-mRNA-1	XP_961247.1	jgi|Neudi1|72236|estExt_Genewise1.C_12433	augustus-scaffold2834-processed-gene-0.43-mRNA-1	augustus-10397pb_lg5-processed-gene-5.68-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.35-mRNA-1	augustus-10752pb_lg5-processed-gene-5.23-mRNA-1	augustus-2503pb_lg5-processed-gene-5.28-mRNA-1	XP_009847615.1	augustus-9045pb_lg5-processed-gene-5.31-mRNA-1
OG0004985	augustus-unitig_1|quiver-processed-gene-5.187-mRNA-1	XP_957399.1	jgi|Neudi1|9829|aug-scaffold_1.g1164	augustus-scaffold2959-processed-gene-0.7-mRNA-1	augustus-10397pb_lg5-processed-gene-5.180-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.143-mRNA-1	augustus-10752pb_lg5-processed-gene-5.135-mRNA-1	augustus-2503pb_lg5-processed-gene-5.138-mRNA-1	XP_009847202.1	augustus-9045pb_lg5-processed-gene-5.142-mRNA-1
OG0004986	augustus-unitig_1|quiver-processed-gene-5.191-mRNA-1	XP_957391.1	jgi|Neudi1|90932|estExt_Genewise1Plus.C_12844	augustus-scaffold2959-processed-gene-0.11-mRNA-1	augustus-10397pb_lg5-processed-gene-5.185-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.147-mRNA-1	augustus-10752pb_lg5-processed-gene-5.139-mRNA-1	augustus-2503pb_lg5-processed-gene-5.142-mRNA-1	XP_009847422.1	augustus-9045pb_lg5-processed-gene-5.146-mRNA-1
OG0004987	augustus-unitig_1|quiver-processed-gene-5.48-mRNA-1	XP_960727.1	jgi|Neudi1|135974|fgenesh3_pm.C_scaffold_1000890	augustus-scaffold896-processed-gene-0.33-mRNA-1	augustus-10397pb_lg5-processed-gene-5.33-mRNA-1	augustus-W1434pb_lg5-processed-gene-4.114-mRNA-1	augustus-10752pb_lg5-processed-gene-4.112-mRNA-1	augustus-2503pb_lg5-processed-gene-4.114-mRNA-1	XP_009847678.1	augustus-9045pb_lg5-processed-gene-4.109-mRNA-1
OG0004988	maker-unitig_1|quiver-augustus-gene-5.1708-mRNA-1	XP_958044.2	jgi|Neudi1|152950|estExt_fgenesh3_pm.C_11069	maker-scaffold212-snap-gene-0.475-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1634-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1368-mRNA-1	maker-10752pb_lg5-snap-gene-5.1431-mRNA-1	maker-2503pb_lg5-snap-gene-5.1452-mRNA-1	XP_009847518.1	maker-9045pb_lg5-snap-gene-5.1516-mRNA-1
OG0004989	augustus-unitig_1|quiver-processed-gene-5.72-mRNA-1	XP_960851.1	jgi|Neudi1|123349|estExt_fgenesh2_pg.C_10840	augustus-scaffold2920-processed-gene-0.0-mRNA-1	augustus-10397pb_lg5-processed-gene-5.57-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.24-mRNA-1	augustus-10752pb_lg5-processed-gene-5.12-mRNA-1	augustus-2503pb_lg5-processed-gene-5.17-mRNA-1	XP_009847238.1	augustus-9045pb_lg5-processed-gene-5.20-mRNA-1
OG0004990	augustus-unitig_1|quiver-processed-gene-5.46-mRNA-1	XP_961316.1	jgi|Neudi1|165177|estExt_fgenesh3_kg.C_10546	augustus-scaffold896-processed-gene-0.35-mRNA-1	augustus-10397pb_lg5-processed-gene-5.31-mRNA-1	snap_masked-W1434pb_lg5-processed-gene-4.588-mRNA-1	augustus-10752pb_lg5-processed-gene-4.110-mRNA-1	augustus-2503pb_lg5-processed-gene-4.112-mRNA-1	XP_009847033.1	augustus-9045pb_lg5-processed-gene-4.107-mRNA-1
OG0004991	augustus-unitig_1|quiver-processed-gene-5.128-mRNA-1	XP_960808.1	jgi|Neudi1|90728|estExt_Genewise1Plus.C_12603	maker-scaffold2934-augustus-gene-0.124-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1618-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.81-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1236-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1250-mRNA-1	XP_009847548.1	maker-9045pb_lg5-augustus-gene-5.1310-mRNA-1
OG0004992	maker-unitig_1|quiver-augustus-gene-5.1644-mRNA-1	XP_961163.3	jgi|Neudi1|165148|estExt_fgenesh3_kg.C_10517	maker-scaffold1023-augustus-gene-0.83-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1569-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1302-mRNA-1	maker-10752pb_lg5-augustus-gene-4.1130-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1143-mRNA-1	XP_009847241.1	maker-9045pb_lg5-augustus-gene-5.1263-mRNA-1
OG0004993	augustus-unitig_1|quiver-processed-gene-5.197-mRNA-1	XP_957379.1	jgi|Neudi1|153014|estExt_fgenesh3_pm.C_11147	augustus-scaffold109-processed-gene-0.30-mRNA-1	augustus-10397pb_lg5-processed-gene-5.191-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.153-mRNA-1	augustus-10752pb_lg5-processed-gene-5.145-mRNA-1	augustus-2503pb_lg5-processed-gene-5.148-mRNA-1	XP_009847201.1	augustus-9045pb_lg5-processed-gene-5.152-mRNA-1
OG0004994	augustus-unitig_1|quiver-processed-gene-5.15-mRNA-1	XP_960859.1	jgi|Neudi1|165135|estExt_fgenesh3_kg.C_10503	augustus-scaffold1045-processed-gene-0.1-mRNA-1	augustus-10397pb_lg5-processed-gene-4.99-mRNA-1	augustus-W1434pb_lg5-processed-gene-4.82-mRNA-1	augustus-10752pb_lg5-processed-gene-4.80-mRNA-1	augustus-2503pb_lg5-processed-gene-4.82-mRNA-1	XP_009847741.1	augustus-9045pb_lg5-processed-gene-4.77-mRNA-1
OG0004995	augustus-unitig_1|quiver-processed-gene-5.160-mRNA-1	XP_958471.1	jgi|Neudi1|72510|estExt_Genewise1.C_12728	augustus-scaffold212-processed-gene-0.124-mRNA-1	augustus-10397pb_lg5-processed-gene-5.148-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.115-mRNA-1	augustus-10752pb_lg5-processed-gene-5.102-mRNA-1	augustus-2503pb_lg5-processed-gene-5.106-mRNA-1	XP_009847492.1	augustus-9045pb_lg5-processed-gene-5.112-mRNA-1
OG0004996	augustus-unitig_1|quiver-processed-gene-5.106-mRNA-1	XP_960953.1	jgi|Neudi1|165251|estExt_fgenesh3_kg.C_10620	augustus-scaffold81-processed-gene-0.67-mRNA-1	augustus-10397pb_lg5-processed-gene-5.91-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.59-mRNA-1	augustus-10752pb_lg5-processed-gene-5.47-mRNA-1	augustus-2503pb_lg5-processed-gene-5.52-mRNA-1	XP_009847578.1	augustus-9045pb_lg5-processed-gene-5.57-mRNA-1
OG0004997	augustus-unitig_1|quiver-processed-gene-5.155-mRNA-1	XP_958463.1	jgi|Neudi1|152962|estExt_fgenesh3_pm.C_11084	augustus-scaffold212-processed-gene-0.130-mRNA-1	augustus-10397pb_lg5-processed-gene-5.143-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.109-mRNA-1	augustus-10752pb_lg5-processed-gene-5.98-mRNA-1	augustus-2503pb_lg5-processed-gene-5.101-mRNA-1	XP_009847499.1	augustus-9045pb_lg5-processed-gene-5.107-mRNA-1
OG0004998	maker-unitig_1|quiver-augustus-gene-5.1714-mRNA-1	XP_955821.1	jgi|Neudi1|90843|estExt_Genewise1Plus.C_12733	maker-scaffold212-augustus-gene-0.418-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1640-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1374-mRNA-1	maker-10752pb_lg5-snap-gene-5.1442-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1276-mRNA-1	XP_009847486.1	maker-9045pb_lg5-snap-gene-5.1526-mRNA-1
OG0004999	maker-unitig_1|quiver-augustus-gene-5.1694-mRNA-1	XP_960814.1	jgi|Neudi1|160027|fgenesh3_kg.1__648__827_1_CCSY	maker-scaffold2934-augustus-gene-0.126-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1620-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1356-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1239-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1253-mRNA-1	XP_009847542.1	maker-9045pb_lg5-augustus-gene-5.1313-mRNA-1
OG0005000	augustus-unitig_1|quiver-processed-gene-5.82-mRNA-1	XP_961245.3	jgi|Neudi1|123477|estExt_fgenesh2_pg.C_10983	augustus-scaffold2834-processed-gene-0.44-mRNA-1	augustus-10397pb_lg5-processed-gene-5.67-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.34-mRNA-1	augustus-10752pb_lg5-processed-gene-5.22-mRNA-1	augustus-2503pb_lg5-processed-gene-5.27-mRNA-1	XP_009847233.1	augustus-9045pb_lg5-processed-gene-5.30-mRNA-1
OG0005001	augustus-unitig_1|quiver-processed-gene-5.169-mRNA-1	XP_957447.1	jgi|Neudi1|123597|estExt_fgenesh2_pg.C_11127	augustus-scaffold212-processed-gene-0.113-mRNA-1	augustus-10397pb_lg5-processed-gene-5.160-mRNA-1	snap_masked-W1434pb_lg5-processed-gene-5.750-mRNA-1	augustus-10752pb_lg5-processed-gene-5.114-mRNA-1	augustus-2503pb_lg5-processed-gene-5.117-mRNA-1	XP_009847468.1	augustus-9045pb_lg5-processed-gene-5.123-mRNA-1
OG0005002	augustus-unitig_1|quiver-processed-gene-5.64-mRNA-1	XP_961165.1	jgi|Neudi1|165147|estExt_fgenesh3_kg.C_10516	augustus-scaffold1023-processed-gene-0.8-mRNA-1	augustus-10397pb_lg5-processed-gene-5.49-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.17-mRNA-1	augustus-10752pb_lg5-processed-gene-4.128-mRNA-1	augustus-2503pb_lg5-processed-gene-4.130-mRNA-1	XP_009847645.1	augustus-9045pb_lg5-processed-gene-5.12-mRNA-1
OG0005003	maker-unitig_1|quiver-augustus-gene-5.1730-mRNA-1	XP_957398.1	jgi|Neudi1|123624|estExt_fgenesh2_pg.C_11168	maker-scaffold2959-augustus-gene-0.115-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1656-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1387-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1280-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1293-mRNA-1	XP_009847429.1	maker-9045pb_lg5-augustus-gene-5.1353-mRNA-1
OG0005004	augustus-unitig_1|quiver-processed-gene-5.88-mRNA-1	XP_961257.1	jgi|Neudi1|159979|fgenesh3_kg.1__600__542_1_CCSY	augustus-scaffold2834-processed-gene-0.38-mRNA-1	augustus-10397pb_lg5-processed-gene-5.73-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.40-mRNA-1	augustus-10752pb_lg5-processed-gene-5.28-mRNA-1	augustus-2503pb_lg5-processed-gene-5.33-mRNA-1	XP_009847231.1	augustus-9045pb_lg5-processed-gene-5.36-mRNA-1
